,url,Connecteur clavier,Matériaux,Webcam,Diagonale,Autofocus,Induction,Navigateur par défaut,Amovible,Compatible Flash Player,Bluetooth,Appareil photo,Boutique d'apps,Appel téléphonique,Fréquence,Capteur d'empreinte,4G,VGA,Couleur(s),USB,DisplayPort,Miracast,Puce graphique,Avec emplacement,Compatible,Verrou Kensington,Capteur de luminosité,Cellules,Haut-parleurs,Capacité W/h,Ethernet,Résistance aux chutes,Dalle,Applications,Prix public,Anti-rayures,Gyroscope,Béquille ajustable,Luminosité,Tactile,Lecteur de carte SD,Processeur,Accéléromètre,Résistance à la poussière,Système,64 bits,Béquille arrière,Infrarouge,Date,HDMI,Inclus,NFC,Qualité vidéo,Référence,GPS,Prise casque,Résolution,Angle de vue,Mémoire (RAM),Puce TPM,Capteur de proximité,Flash LED,Marque,Poids,DisplayPort Thunderbolt,Disque dur,Gamme,Airplay,Autonomie,3G,Résistance à l'eau,Interface constructeur,Wifi,PPI,Temps de charge,H x L x P,Magnétique,Widi,Optionnel,Capacité mAh,Anti-reflet,Lecteur de carte à puce (Smart Card),Firewire,Gravure,Puce graphique dédiée,Delta E,Lecteur d'empreintes digitales,Puce graphique intégrée,Connecteur pour dock,Port série,Taille,Pavé numérique,Flash Player,Contraste,Clavier rétroéclairé,Trackpoint,Système d'exploitation,Lecteur DVD,Emplacement,Cache,Dimensions,4G / LTE,Composition,Touchpad,Type de dalle,Navigateur,Wireless Display (Widi),PDT max.
product_58287653f8414024348b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-switch-alpha-12-sa5-271p-593j.html,Oui,Aluminium,2.0  MPx,"12.0"" (30,48  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0,5.0  MPx,Windows Store,Non,2  x  2.3  à  2.8  GHz  (x86),Non,Non,Non,Gris,1 x USB 3.01 x USB 3.1 Type-C (Gen 2)  /  Thunderbolt,Non,Non,Intel HD Graphics 520300 - 1000  MHz,Oui,Oui,Non,Oui,2  cel.,Haut-parleurs stéréo,-,Non,Non,LCD - IPS,-,"999,00€",Oui,Oui,Oui,350  cd/m²,10  points,Micro   SD  /  SDHC  /  SDXC,Intel Core i5-6200U,Oui,Non,Windows  10 Famille,Oui,Oui,Non,13/11/2016,Micro HDMI  1.4,Dock-clavierStylet Acer Active PenNotice et garantie,Non,Full HD (1080p),NT.LCEEF.021,Non,Oui,2160 x 1440  pixels,178°,8  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Acer,900g,Non,256  Go  (SSD),Skylake  (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,216  ppp,-,201.4  x  292.1  x  9.4  mm,Non,Non,-,4870  mAh,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_58287734f841409f328b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-switch-alpha-12-sa5-271-7920.html,Oui,Aluminium,2.0  MPx,"12.0"" (30,48  cm)",Oui,Non,Microsoft Edge,Non,Oui,4.0,5.0  MPx,Windows Store,Non,2  x  2.5  à  3.1  GHz  (x86),Non,Non,Non,Gris,1 x USB 3.01 x USB 3.1 Type-C (Gen 2)  /  Thunderbolt,Non,Non,Intel HD Graphics 520300 - 1050  MHz,Oui,Oui,Non,Oui,2  cel.,Haut-parleurs stéréo,-,Non,Non,LCD - IPS,-,"1 299,00€",Oui,Oui,Oui,350  cd/m²,10  points,Micro   SD  /  SDHC  /  SDXC,Intel Core i7-6500U,Oui,Non,Windows  10 Famille,Oui,Oui,Non,13/11/2016,Micro HDMI  1.4,Dock-clavierStylet Acer Active PenNotice et garantie,Non,Full HD (1080p),NT.LCDEF.010,Non,Oui,2160 x 1440  pixels,178°,8  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Acer,900g,Non,512  Go  (SSD),Skylake  (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,216  ppp,-,201.4  x  292.1  x  9.4  mm,Non,Non,-,4870  mAh,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_582877e5f841409f328b456b,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-500-14isk-80r5008sfr.html,,,1.0 MPxHD 720p,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Blanc,1 x USB 2.02 x USB 3.0,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréoDolby Home Theater v4,30 W/h, 10 / 100 Mbps,Non,,Microsoft Office 2013 (version d'essai)McAfee LiveSafeOneKey RecoveryLenovo VeriFace ProLenovo Photo MasterLenovo Phone ManagerLenovo Solution CenterLenovo HarmonyLenovo DOitLenovo SHAREitLenovo SYNCitHarmonyCompanion,"699,00€",Non,Non,,200 cd/m²,10 points, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Oui,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,80R5008SFR,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR3L(1600 MHz),Non,Non,Non,Lenovo,1.9 kg,Non,1000 Go (5400 tr/min),Skylake 2015 (x86),Non,6h00,Non,Non,Non,802.11 b/g/n/ac,157 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 920M,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,3 Mo,340 x 235 x 21.5 mm,Non,Plastique,Oui,LCD - IPS,Microsoft Edge,Non,15 W
product_58287899f841409f328b456c,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-575-385u.html,,,1.3 MPxCrystal Eye HD,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.4 GHz,,,Oui,Noir,1 x USB 2.02 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Home Theater v4,-, 100 / 1000 Mbps,Non,,Acer ePower ManagementAcer Recovery ManagementAcer CloudAcer Backup ManagerMcAfee Internet Security (60 jours d'essai)Microsoft Office 365 (30 jours d'essai),"499,00€",Non,Non,,220 cd/m²,10 points, SD / SDHC / SDXC / MMC,Intel Core i3-6157U,Non,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,E5-575-385U,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Oui,Non,Non,Acer,2.23 kg,Non,256 Go (SSD),Skylake 2016 (x86),Non,12h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,2800 mAh,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,381.6 x 259 x 23.9 - 30.2 mm,Non,Métal,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_58287999f84140a7388b4568,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-s5-371-53ul-pack.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Noir,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoDolby Audio Premium,43.9 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai)McAfee Internet Security (2 mois d'essai)Applications Acer,"899,00€",Non,Non,,385 cd/m²,10 points, SD / SDHC / SDXC,Intel Core i5-6200U,Non,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteurHousse Tucano Second Skins ColoreSouris Optique Microsoft 3500 Sans fil,Non,Non,S5-371-53UL,Non,Oui,1920 x 1080 pixels,178°,8 Go - LPDDR3(1600 MHz),Non,Non,Non,Acer,1.3 kg,Non,128 Go (SSD),Skylake 2015 (x86),Non,11h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,4030 mAh,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,960:1,Oui,Non,Windows 10 Famille,Non,Non,3 Mo,327 x 288 x 14.58 mm,Non,AluminiumMagnésium,Oui,LCD - IPS,Microsoft Edge,Non,15 W
product_58287ba4f8414024348b456b,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-r3-131t-c3sm.html,,,1.3 MPxAcer Crystal Eye HD,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 1.6 à 2.16 GHz,,,Non,BlancNoir,1 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréo,48 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 2013 version d'évaluation,"349,00€",Non,Non,,200 cd/m²,10 points, SD / SDHC,Intel Celeron N3050,Oui,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteurAdaptateur HDMI vers VGA,Non,Non,R3-131T-C3SM,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,1.58 kg,Non,500 Go (5400 tr/min),Braswell 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,135 ppp,-,,Non,,-,3270 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Braswell)320 - 600 MHz,Non,Non,"11.6"" (29,46 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,2 Mo,298 x 211 x 20.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_58287c1df841409f328b456d,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux305ca-fb152t.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 0.9 à 2.2 GHz,,,Non,Blanc,3 x USB 3.0,Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoSonicMaster Sound,44 W/h,Non,Non,,Microsoft Office 2013 (Offre d'essai)McAfee Internet Security 2012 (Offre d'essai),"899,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC,Intel Core m3-6Y30,Non,Non,,Oui,,Non,13/11/2016,Micro HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX305CA-FB152T,Non,Oui,3200 x 1800 pixels,178°,8 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,1.2 kg,Non,256 Go (SSD),Skylake 2015 (x86),Non,10h00,Non,Non,Non,802.11 b/g/n/ac,276 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 515300 - 850 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,4 Mo,324 x 226 x 12.3 mm,Non,Aluminium,Oui,LCD - IPS,Microsoft Edge,Oui,4 W
product_58287cc9f841409f328b456e,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-774g-514l.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.5 à 3.1 GHz,,,Oui,Noir,2 x USB 2.02 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Audio Premium,62.2 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 2016 (1 mois d'essai)McAfee Internet Security (2 mois d'essai)Applications Acer,"699,00€",Non,Non,,220 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-7200U,Oui,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,E5-774G-514L,Non,Oui,1600 x 900 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Acer,3.1 kg,Non,256 Go (SSD),Kaby Lake 2016 (x86),Non,5h30,Non,Non,Non,802.11 b/g/n/ac,106 ppp,-,,Non,,-,2800 mAh,Non,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 620300 - 1000 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,423.3 x 282 x 27.6 - 33.1 mm,Non,Métal,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_58287d5ef84140a7388b4569,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-774g-52tt.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.5 à 3.1 GHz,,,Oui,Noir,2 x USB 2.02 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Audio Premium,62.2 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 2016 (1 mois d'essai)McAfee Internet Security (2 mois d'essai)Applications Acer,"649,00€",Non,Non,,220 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-7200U,Oui,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,E5-774G-52TT,Non,Oui,1600 x 900 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Acer,3.1 kg,Non,1000 Go (5400 tr/min),Kaby Lake 2016 (x86),Non,5h30,Non,Non,Non,802.11 b/g/n/ac,106 ppp,-,,Non,,-,2800 mAh,Non,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 620300 - 1000 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,423.3 x 282 x 27.6 - 33.1 mm,Non,Métal,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_58287de9f84140a7388b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-f5-573g-798r.html,,,1.3 MPxCrystal Eye HD,,Non,Non,,Non,,4.0 (HS),Non,Windows Store,,2 x 2.7 à 3.5 GHz,,,Oui,Noir,1 x USB 2.02 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Home Theater v4,-, 100 / 1000 Mbps,Non,,Acer ePower ManagementAcer Recovery ManagementAcer CloudAcer Backup ManagerMcAfee Internet Security (60 jours d'essai)Microsoft Office 365 (30 jours d'essai),"899,00€",Non,Non,,240 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-7500U,Non,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,F5-573G-798R,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Oui,Non,Non,Acer,2.4 kg,Non,1000 Go (5400 tr/min)128 Go (SSD),Kaby Lake 2016 (x86),Non,7h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 950MX,-,Non,Intel HD Graphics 620300 - 1050 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,4 Mo,381.6 x 259 x 23 - 28.4 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_58287eeef8414024348b456c,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-710-14isk-80ty0017fr.html,,,1.0 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Noir,2 x USB 3.0 / Charging,Non,Non,,,Non,Non,Oui,4 cel.,Haut-parleurs stéréoDolby Audio PremiumJBL,52 W/h,Non,Non,,Microsoft Office 2013 (1 mois d'essai)McAfee LiveSafe (1 mois d'essai)Leovo OneKey RecoveryLenovo Photo MasterLenovo Phone ManagerLenovo Compagnion 3.0Lenovo Solution CenterLenovo SHAREitLenovo REACHit,"899,00€",Non,Non,,-,10 points, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Oui,Non,,Oui,,Non,13/11/2016,Micro HDMI 1.4,ManuelChargeur secteur,Non,Non,80TY0017FR,Non,Oui,1920 x 1080 pixels,178°,8 Go - DDR4(2133 MHz),Non,Non,Non,Lenovo,1.6 kg,Non,256 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,157 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce 940M,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,3 Mo,322 x 223 x 17.3 mm,Non,Aluminium,Oui,LCD - IPS,Microsoft Edge,Oui,15 W
product_5829ad27f8414024348b456d,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-g702vm-gc071t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 2.3 à 3.2 GHz,,,Non,NoirOrange,3 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,Mini DisplayPort,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoBang & Olufsen,76 W/h, 100 / 1000 Mbps,Non,,-,"1 499,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6300HQ,Non,Non,,Oui,,Non,14/11/2016,HDMI 1.4,ManuelAdaptateur secteurSouris ROG SicaCasque ROG OrionSac à dos ROG,Non,Non,G702VM-GC071T,Non,Oui,1920 x 1080 pixels,178°,8 Go - DDR4(2133 MHz),Oui,Non,Non,Asus,2.73 kg,Non,1000 Go (7200 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,5h00,Non,Non,Non,802.11 b/g/n/ac,127 ppp,± 3h00,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 1060,2.12,Non,Intel HD Graphics 530350 - 950 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,700:1,Oui,Non,Windows 10 Famille,Non,Non,6 Mo,420 x 275 x 22 - 24.7 mm,Non,AluminiumPlastique,Oui,LCD - IPS,Microsoft Edge,Oui,45 W
product_5829ae13f8414058268b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-575-36w3.html,,,1.3 MPxCrystal Eye HD,,Non,Non,,Non,,4.0 (HS),Non,Windows Store,,2 x 2.3 GHz,,,Oui,Noir,1 x USB 2.02 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Home Theater v4,-, 100 / 1000 Mbps,Non,,Acer ePower ManagementAcer Recovery ManagementAcer CloudAcer Backup ManagerMcAfee Internet Security (60 jours d'essai)Microsoft Office 365 (30 jours d'essai),"509,00€",Non,Non,,220 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i3-6100U,Non,Non,,Oui,,Non,14/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,NX.GE6EF.028,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR4(2133 MHz),Oui,Non,Non,Acer,2.4 kg,Non,256 Go (SSD),Skylake 2015 (x86),Non,7h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,381.6 x 259 x 23 - 28.4 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5829b359f8414058268b4568,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-f5-573-56j4.html,,,1.3 MPxCrystal Eye HD,,Non,Non,,Non,,4.0 (HS),Non,Windows Store,,2 x 2.5 à 3.1 GHz,,,Oui,Noir,1 x USB 2.02 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Home Theater v4,-, 100 / 1000 Mbps,Non,,Acer ePower ManagementAcer Recovery ManagementAcer CloudAcer Backup ManagerMcAfee Internet Security (60 jours d'essai)Microsoft Office 365 (30 jours d'essai),"549,00€",Non,Non,,240 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-7200U,Non,Non,,Oui,,Non,14/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,F5-573-56J4,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR4(2133 MHz),Oui,Non,Non,Acer,2.4 kg,Non,128 Go (SSD),Kaby Lake 2016 (x86),Non,7h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 620300 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,381.6 x 259 x 23 - 28.4 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5829b3d2f8414065288b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-es1-731-p97q.html,,,0.3 MPxAcer Crystal Eye,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 1.6 à 2.56 GHz,,,Non,Noir,2 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréo,36 W/h, 10 / 100 Mbps,Non,,Microsoft Office 2016 (30 jours d'essai)McAfee Internet Security (60 jours d'essai),"399,00€",Non,Non,,200 cd/m²,Non, SD / SDHC,Intel Pentium N3710,Non,Non,,Oui,,Non,14/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,ES1-731-P97Q,Non,Oui,1600 x 900 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,3 kg,Non,1000 Go (5400 tr/min),Braswell 2016 (x86),Non,5h00,Non,Non,Non,802.11 b/g/n,106 ppp,-,,Non,,-,3220 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 405400 - 700 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,2 Mo,423.3 x 289.9 x 27.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_5829b565f841406e438b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-es1-531-c3hg.html,,,0.3 MPxAcer Crystal Eye,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 1.6 à 2.16 GHz,,,Non,Rouge,2 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréo,36 W/h, 10 / 100 Mbps,Non,,Microsoft Office (version d'essai 1 mois)McAfee Internet Security (version d'essai 1 mois),"299,00€",Non,Non,,200 cd/m²,Non, SD / SDHC,Intel Celeron N3050,Non,Non,,Oui,,Non,17/11/2016,HDMI 1.4,SacocheSouris sans filManuelChargeur secteur,Non,Non,NX.MZ9EF.009,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,2.4 kg,Non,500 Go (5400 tr/min),Braswell 2015 (x86),Non,6h00,Non,Non,Non,802.11 b/g/n,100 ppp,-,,Non,,-,3220 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Braswell)320 - 600 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,2 Mo,381 x 258 x 26.1 - 27.1 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_5829b631f8414082438b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-es1-571-39vp.html,,,0.3 MPxAcer Crystal Eye,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2 GHz,,,Non,Rouge,2 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréo,36 W/h, 10 / 100 Mbps,Non,,Microsoft Office (version d'essai 1 mois)McAfee Internet Security (version d'essai 1 mois),"449,00€",Non,Non,,200 cd/m²,Non, SD / SDHC,Intel Core i3-5005U,Non,Non,,Oui,,Non,17/11/2016,HDMI 1.4,SacocheSouris sans filManuelChargeur secteur,Non,Non,NX.GCGEF.002,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,2.4 kg,Non,1000 Go (5400 tr/min),Broadwell 2015 (x86),Non,6h00,Non,Non,Non,802.11 b/g/n,100 ppp,-,,Non,,-,3220 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 5500300 - 900 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,381 x 258 x 26.1 - 27.1 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5829e88ef8414089438b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-g752vs-ba176t.html,,,2.0 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 2.7 à 3.6 GHz,,,Non,GrisOrange,4 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,Mini DisplayPort,Oui,,,Non,Oui,Oui,8 cel.,Haut-parleurs stéréoSonicMaster Sound,88 W/h, 100 / 1000 Mbps,Non,,ASUS Live UpdateASUS AI RecoveryASUS WinFlashASUS LifeFrame3ASUS Wireless Console 3ASUS Power4 Gear HybridASUS Rotation DesktopASUS USB Charger+ASUS Instant OnASUS Fan Filter CheckerASUS Backup WizardIntel Turbo Boost Monitor,"2 999,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6820HK,Non,Non,,Oui,,Non,17/11/2016,HDMI 2.0,ManuelChargeur secteur,Non,Non,G752VS-BA176T,Non,Oui,1920 x 1080 pixels,178°,64 Go - DDR4(2133 MHz),Non,Non,Non,Asus,4.36 kg,Non,1000 Go (7200 tr/min)512 Go (SSD),Skylake 2015 (x86),Non,5h30,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,6000 mAh,Oui,Non,Non,14 nm,Nvidia GeForce GTX 1070,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,8 Mo,416 x 322 x 20 - 49 mm,Non,AluminiumPlastique,Oui,LCD - IPS,Microsoft Edge,Oui,45 W
