,url,Poids,Puce TPM,Emplacement,Wifi,Marque,Bluetooth,Mémoire (RAM),Contraste,Webcam,Résistance à la poussière,Angle de vue,Compatible,Qualité vidéo,PPI,Gyroscope,3G,Connecteur pour dock,NFC,Navigateur,Trackpoint,Gravure,Miracast,Tactile,DisplayPort,VGA,Flash LED,Induction,DisplayPort Thunderbolt,Type de dalle,Processeur,Lecteur d'empreintes digitales,Lecteur de carte à puce (Smart Card),Anti-reflet,Fréquence,Dimensions,Luminosité,Gamme,PDT max.,Delta E,Airplay,Port série,Puce graphique dédiée,Capacité W/h,Prise casque,Système d'exploitation,Accéléromètre,Boutique d'apps,Cellules,Composition,Inclus,Autonomie,Firewire,4G / LTE,Cache,Lecteur de carte SD,Infrarouge,Anti-rayures,Magnétique,Capteur de proximité,Haut-parleurs,Ethernet,Interface constructeur,Capacité mAh,Temps de charge,Verrou Kensington,Flash Player,USB,HDMI,Autofocus,Wireless Display (Widi),Amovible,Lecteur DVD,Puce graphique intégrée,prix,Applications,Taille,Appareil photo,Couleur(s),Pavé numérique,64 bits,Résistance aux chutes,Optionnel,Disque dur,Résistance à l'eau,Résolution,Prix public,GPS,Date,Touchpad,Capteur de luminosité,Clavier rétroéclairé,Référence
product_58419619f8414041758b4568,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-6qd-022fr.html,2.6 kg,Non,Non,802.11 b/g/n/ac,MSI,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx30fps@1080p,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - TN,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,418.5 x 287 x 21.8 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 965M,60 W/h,Oui,Windows 10 Famille,Non,Windows Store,6 cel.,Aluminium,Chargeur secteur Manuel Sac à dos Pochette slim Porte clé dragon Cahier MSI,-,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs x 4 (2W)Dynaudio,100 / 1000 Mbps,Non,5400 mAh,-,Oui,Oui,2 x USB 3.02 x USB 3.1,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 299,90 €",MSI Shift MSI Dragon Center Nahimic Audio Enhancer XSplit Gamecaster V2,"17.3"" (43,94 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 399,00€",Non,02/12/2016,Oui,Oui,Oui,GS70-6QD-022FR
product_5841a2f5f8414041758b4569,http://www.comparez-malin.fr/informatique/pc-portable/acer-travelmate-b117-m-c1pa.html,1.4 kg,Oui,Non,802.11 b/g/n/ac,Acer,4.0,4 Go - DDR3L(1600 MHz),-,1.3 MPxHD 720p,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Celeron N3160,Non,Non,Oui,4 x 1.6 à 2.24 GHz,291 x 211 x 22.3 mm,220 cd/m²,Braswell 2016 (x86),6 W,-,Non,Non,Non,48 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,Plastique,Manuel Chargeur secteur Windows 10 Pro 64 bits (licence),12h00,Non,Non,2 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs stéréo,Non,Non,3220 mAh,-,Oui,Oui,1 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 400320 - 640 MHz,"394,80 €",Acer Recovery Management Acer ProShield Manager Acer Office Manager (AOM) Acer Disk Anti-Shock Protection (DASP) McAfee Internet Security Suite (60 jours d'essai) Microsoft Office 2016 (30 jours d'essai),"11.6"" (29,46 cm)",Non,Noir,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"429,00€",Non,02/12/2016,Oui,Oui,Non,NX.VCGEF.012
product_5841a3d7f8414041758b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-travelmate-p648-m-53c7.html,1.7 kg,Oui,Non,802.11 b/g/n/ac,Acer,4.0,8 Go - DDR4(2133 MHz),-,1.3 MPxHD 720p,Non,178°,Non,Non,157 ppp,Non,Non,Non,Oui,Internet Explorer,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - IPS,Intel Core i5-6200U,Oui,Non,Oui,2 x 2.3 à 2.8 GHz,328.7 x 235.5 x 21.2 mm,300 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,54 W/h,Oui,Windows 7 Professionnel,Non,,3 cel.,AluminiumMagnésium,Manuel Chargeur secteur Windows 10 Pro 64 bits (licence),8h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 520300 - 1000 MHz,"1 055,99 €",Acer Recovery Management Acer ProShield Manager Acer Office Manager (AOM) Acer Disk Anti-Shock Protection (DASP),"14.0"" (35,56 cm)",Non,Noir,Non,Oui,Non,Acer ProDock,256 Go (SSD),Non,1920 x 1080 pixels,"1 059,00€",Non,02/12/2016,Oui,Oui,Oui,NX.VCKEF.010
product_5841a495f8414035758b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-17-x032nf.html,2.65 kg,Oui,Non,802.11 b/g/n,HP,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPxHP TrueVision HD,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,417 x 279 x 24.9 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,AMD Radeon R5 M430,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,7h45,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,10 / 100 Mbps,Non,-,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,,HP Lounge McAfee LiveSafe (1 mois d'essai) Microsoft Office 365 (1 mois d'essai) CyberLink Media Suite CyberLink PowerBackup Evernote Foxit PhantomPDF Express Mahjong Netflix Skype TripAdvisor 7-Zip,"17.3"" (43,94 cm)",Non,Blanc,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"699,00€",Non,02/12/2016,Oui,Oui,Non,Y0B43EA#ABF
product_5841a568f84140dc6c8b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-x751lav-ty610t.html,2.8 kg,Non,Non,802.11 b/g/n,Asus,4.0,8 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,22 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i3-4005U,Non,Non,Non,2 x 1.7 GHz,415 x 270 x 30.4 - 35.5 mm,200 cd/m²,Haswell 2013 (x86),15 W,-,Non,Non,Non,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,5h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 4400200 - 950 MHz,,ASUS Color Enhancement (ASUS Splendid) ASUS Fast Boot ASUS Fancy Start ASUS Live Update 2 ASUS LifeFrame3 ASUS Power4Gear Hybrid-SHE ASUS Smart Logon ASUS Virtual Camera ASUS Winflash ASUS Wireless Console 3 ASUS Screen Saver eManual eDriver Power2Go v6 Trend Micro Titanium 2011 (Version d'essai 30 jours) Nuance PDF,"17.3"" (43,94 cm)",Non,Blanc,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"529,00€",Non,02/12/2016,Oui,Oui,Non,X751LAV-TY610T
product_58456718f84140f22f8b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-x360-13-u103nf.html,1.58 kg,Oui,Non,802.11 b/g/n,HP,4.0,6 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,118 ppp,Oui,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,10 points,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i5-7200U,Non,Non,Non,2 x 2.5 à 3.1 GHz,326.4 x 222 x 19.8 mm,-,Kaby Lake 2016 (x86),15 W,-,Non,Non,Non,41 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Plastique,-,9h15,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,Non,Non,-,± 1h30,Oui,Oui,1 x USB 2.02 x USB 3.1,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 620300 - 1000 MHz,"749,00 €",HP CoolSense HP Lounge HP JumpStart HP 3D DriveGuard McAfee LiveSafe (1 mois d'essai) Microsoft Office 365 (1 mois d'essai) CyberLink PowerDirector Dropbox Netflix,"13.3"" (33,78 cm)",Non,GrisNoir,Non,Oui,Non,-,256 Go (SSD),Non,1366 x 768 pixels,"799,00€",Non,05/12/2016,Oui,Oui,Non,Z9E68EA#ABF
product_58456802f8414077318b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-es1-531-c6pr.html,2.4 kg,Non,Non,802.11 b/g/n,Acer,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Celeron N3050,Non,Non,Non,2 x 1.6 à 2.16 GHz,381 x 258 x 26.1 mm,200 cd/m²,Braswell 2015 (x86),6 W,-,Non,Non,Non,36 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Sacoche Souris sans fil Manuel Chargeur secteur,5h30,Non,Non,2 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs stéréo,100 / 1000 Mbps,Non,3220 mAh,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics (Braswell)320 - 600 MHz,"299,34 €",Microsoft Office (version d'essai 1 mois),"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"289,00€",Non,05/12/2016,Oui,Oui,Non,NX.MZ8EF.037
product_58456881f84140f22f8b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-k501ux-dm784t.html,2 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,8 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Oui,2 x 2.3 à 2.8 GHz,382 x 255 x 21.7 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce GTX 950M,48 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Aluminium,Manuel Adaptateur secteur,7h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1000 MHz,"839,90 €",ASUS IceCool Technology ASUS Splendid Technology ASUS Eye Care ASUS SonicMaster ASUS WebStorage,"15.6"" (39,62 cm)",Non,Gris,Oui,Oui,Non,-,512 Go (SSD),Non,1920 x 1080 pixels,"899,00€",Non,20/12/2016,Oui,Oui,Oui,K501UX-DM784T
product_58456911f841406f318b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-p2-530ua-dm0464r.html,2.3 kg,Oui,Non,802.11 b/g/n/ac,Asus,4.1,8 Go - DDR4(2133 MHz),-,0.3 MPx,Non,-,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i7-6500U,Oui,Non,Oui,2 x 2.5 à 3.1 GHz,380 x 251 x 24.8 - 31.7 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,37 W/h,Oui,Windows 10 Pro,Non,Windows Store,4 cel.,Plastique,Adaptateur secteur Notice et garantie Windows 7 Professional 64-bit Edition downgrade,5h00,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,2600 mAh,-,Oui,Oui,1 x USB 2.03 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 520300 - 1050 MHz,"1 049,90 €",-,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,512 Go (SSD),Non,1920 x 1080 pixels,"1 049,00€",Non,15/12/2016,Oui,Oui,Non,530UA-DM0464R
product_584569d1f84140f22f8b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-k756uw-ty041t.html,2.69 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR4(2133 MHz),-,0.3 MPx,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,415 x 274 x 30.4 - 35.5 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce GTX 960M,38 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Adaptateur secteur,4h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 520300 - 1000 MHz,"699,99 €",ASUS Color Enhancement (ASUS Splendid) ASUS Fast Boot ASUS Fancy Start ASUS Live Update 2 ASUS LifeFrame3 ASUS Power4Gear Hybrid-SHE ASUS Smart Logon ASUS Virtual Camera ASUS Winflash ASUS Wireless Console 3 ASUS Screen Saver eManual eDriver Power2Go v6 Trend Micro Titanium 2011 (Version d'essai 30 jours) Nuance PDF,"17.3"" (43,94 cm)",Non,Marron,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1920 x 1080 pixels,"799,00€",Non,05/12/2016,Oui,Oui,Non,K756UW-TY041T
product_58456a91f8414077318b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-x541ua-xx264t.html,2 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR4(2133 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6198DU,Non,Non,Non,2 x 2.3 GHz,381 x 252 x 27.2 mm,200 cd/m²,Skylake 2016 (x86),15 W,-,Non,Non,Non,33 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Adaptateur secteur Notice et garantie,4h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 510300 - 950 MHz,"499,99 €",Microsoft Office 365 (1 mois d'essai) ASUS Smart Gesture ASUS Splendid ICEsound,"15.6"" (39,62 cm)",Non,Blanc,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"649,00€",Non,05/12/2016,Oui,Oui,Non,X541UA-XX264T
product_58456b72f841406f318b4568,http://www.comparez-malin.fr/informatique/pc-portable/hp-omen-15-ax015nf.html,2.2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,6 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i5-6300HQ,Non,Non,Oui,4 x 2.3 à 3.2 GHz,382 x 253 x 24.5 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 960M,61.5 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h30,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,± 1h30,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 950 MHz,,HP Utility Center HP CoolSense HP Lounge McAfee LiveSafe CyberLink PowerDirector Netflix Unigine Valley Benchmark,"15.6"" (39,62 cm)",Non,NoirRouge,Oui,Oui,Non,-,1000 Go (7200 tr/min),Non,1920 x 1080 pixels,"899,00€",Non,05/12/2016,Oui,Oui,Oui,Y0C29EA#ABF
product_584754fcf841406f318b4569,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-s5-371t-792p.html,1.3 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0,8 Go - LPDDR3(1600 MHz),960:1,1.3 MPx,Non,178°,Non,Non,166 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-7500U,Non,Non,Non,2 x 2.7 à 3.5 GHz,327 x 288 x 14.58 mm,385 cd/m²,Kaby Lake 2016 (x86),15 W,-,Non,Non,Non,43.9 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,AluminiumMagnésium,Manuel Chargeur secteur,11h00,Non,Non,4 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Audio Premium,Non,Non,4030 mAh,-,Non,Oui,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 620300 - 1050 MHz,"999,00 €",Microsoft Office 365 (1 mois d'essai) McAfee Internet Security (2 mois d'essai) Applications Acer,"13.3"" (33,78 cm)",Non,Noir,Non,Oui,Non,-,256 Go (SSD),Non,1920 x 1080 pixels,"999,00€",Non,07/12/2016,Oui,Oui,Oui,S5-371T-792P
product_5847558ef84140f22f8b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-s5-371-735x.html,1.3 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0,8 Go - LPDDR3(1600 MHz),960:1,1.3 MPx,Non,178°,Non,Non,166 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6500U,Non,Non,Non,2 x 2.5 à 3.1 GHz,327 x 288 x 14.58 mm,385 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,43.9 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,AluminiumMagnésium,Manuel Chargeur secteur,11h00,Non,Non,4 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Audio Premium,Non,Non,4030 mAh,-,Non,Oui,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1050 MHz,"799,99 €",Microsoft Office 365 (1 mois d'essai) McAfee Internet Security (2 mois d'essai) Applications Acer,"13.3"" (33,78 cm)",Non,Noir,Non,Oui,Non,-,512 Go (SSD),Non,1920 x 1080 pixels,"999,00€",Non,07/12/2016,Oui,Oui,Oui,S5-371-735X
product_584756f0f8414077318b456a,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-fx502vm-dm119t.html,2.24 kg,Non,Non,802.11 b/g/n/ac,Asus,4.1,16 Go - DDR4(2133 MHz),-,1.3 MPxHD 720p,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,390 x 266 x 23.5 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 1060,64 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,AluminiumPlastique,Manuel Adaptateur secteur,6h00,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Charging / Thunderbolt,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 299,00 €",-,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min)256 Go (SSD),Non,1920 x 1080 pixels,"1 599,00€",Non,07/12/2016,Oui,Oui,Oui,FX502VM-DM119T
product_58475819f84140f22f8b456b,http://www.comparez-malin.fr/informatique/pc-portable/asus-r511la-xo2634t.html,2.3 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-5200U,Non,Non,Non,2 x 2.2 à 2.7 GHz,382 x 256 x 25.8 mm,200 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Aluminium,Adaptateur secteur Notice et garantie,4h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5500300 - 900 MHz,"499,00 €",ASUS AI Recovery ASUS Live Update Super Note World Clock Skype Fresh Paint Windows Essential 2012 Adobe Reader Office Transit eManual Instant On,"15.6"" (39,62 cm)",Non,NoirArgent,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"549,00€",Non,07/12/2016,Oui,Oui,Non,R511LA-XO2634T
product_584758b6f8414077318b456b,http://www.comparez-malin.fr/informatique/pc-portable/asus-x541ua-xx532t.html,2 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR4(2133 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6198DU,Non,Non,Non,2 x 2.3 GHz,381 x 252 x 27.2 mm,200 cd/m²,Skylake 2016 (x86),15 W,-,Non,Non,Non,36 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Adaptateur secteur Notice et garantie,4h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 510300 - 950 MHz,"499,99 €",ASUS AI Recovery ASUS Live Update Super Note World Clock Skype Fresh Paint Windows Essential 2012 Adobe Reader Office Transit eManual Instant On,"15.6"" (39,62 cm)",Non,Rouge,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"649,00€",Non,07/12/2016,Oui,Oui,Non,X541UA-XX532T
product_58475a65f8414077318b456c,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-700-15isk-lfr.html,2.3 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.0,8 Go - DDR4(2133 MHz),700:1,1.0 MPx,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Non,4 x 2.6 à 3.5 GHz,384 x 265 x 22.7 mm,200 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 950M,45 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Chargeur secteur,4h00,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréo (2.5W)JBL,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"768,60 €",Lenovo Photo Master Lenovo SHAREit Lenovo REACHit McAfee LiveSafe (30 jours d'essai) Microsoft Office 365 (version d'essai),"15.6"" (39,62 cm)",Non,Blanc,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1920 x 1080 pixels,"799,00€",Non,07/12/2016,Oui,Oui,Oui,700-15ISK-LFR
product_58475aecf84140f22f8b456c,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-710-14isk-80ty0016fr.html,1.6 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.0,8 Go - DDR4(2133 MHz),-,1.0 MPxHD 720p,Non,178°,Non,Non,157 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6500U,Non,Non,Non,2 x 2.5 à 3.1 GHz,322 x 223 x 17.3 mm,300 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940MX,52 W/h,Oui,Windows 10 Famille,Oui,Windows Store,4 cel.,Aluminium,Manuel Chargeur secteur,8h00,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Audio PremiumJBL,Non,Non,-,-,Non,Oui,2 x USB 3.0 / Charging,Micro HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 520300 - 1050 MHz,"899,00 €",Microsoft Office 2013 (1 mois d'essai) McAfee LiveSafe (1 mois d'essai) Leovo OneKey Recovery Lenovo Photo Master Lenovo Phone Manager Lenovo Compagnion 3.0 Lenovo Solution Center Lenovo SHAREit Lenovo REACHit,"14.0"" (35,56 cm)",Non,Noir,Non,Oui,Non,-,256 Go (SSD),Non,1920 x 1080 pixels,"999,00€",Non,07/12/2016,Oui,Oui,Oui,80TY0016FR
